text,label
Is signing up to be an organ donor a good idea?,Politics & Government
where can I find an operators or owners manual Knight muzzleloader LKII?,Sports
How convert the contents in the textarea to HTML?,Computers & Internet
what is a syndicalist?,Science & Mathematics
"has anyone here know someone who went to quimby oak middle school in san jose, Ca??",Education & Reference
how do you use myspace at school if its blocked?,Computers & Internet
"what is the best way to make a photo clearer not by sharpening it, when it is blown up 100 % ?",Education & Reference
Who is likely to be the next US President in 2008?,Politics & Government
How can I break my habit of sneaking chocolates and sweets?,Health
What are some of the best older movies? (at least 10-15 years old)?,Entertainment & Music
do watches keep time the same?,Science & Mathematics
What do u think of R.O.D. (Read Or Die) The TV anime series?,Entertainment & Music
Why does it seem like the court system is set up to protect criminals?,Society & Culture
what is xbrite technology?,Computers & Internet
How do I become a day trader?,Business & Finance
How do you join the Marines?,Politics & Government
Between the two do you prefer Y! Answers or Groups?,Computers & Internet
"""DATSUN PARTS"" GTX 1973 1974 1975 1976 1977?",Business & Finance
What kind of process was used to change Michael Jackson's skin color? How much did it costs?,Business & Finance
Know an easy way to remember when to use affect and effect?,Education & Reference
What does g mean in t2g?,Science & Mathematics
how to give remarks or comment on a child after his/her exams?,Education & Reference
When will Yahoo! offer VOIP to land lines?,Computers & Internet
I have no credit. Are there loans that will help me build it?,Business & Finance
i want to buy a present to my boy friend?,Family & Relationships
"Okay, what is the secret all Women say they know for estimating the length of a Man's Penis?",Education & Reference
farienheight to celsius?,Science & Mathematics
Can you tell me which state in the U.S.A; pays more& or recieves the most benefits on SSI disability?I am 50 a,Politics & Government
What are some good ways to hint about gifts that you want?,Society & Culture
"Ok...""D""...The original question about invasion of privacy has been rephrased.....?",Politics & Government
Britney Sues Us Weekly? Your Thoughts?,Entertainment & Music
are there any trillionaires?,Business & Finance
why does the Bible begin with Adam and Eve but yet makes no mention of dinoseours or cave men.?,Business & Finance
were is yahoo inc?,Business & Finance
If you want to advertise your web site for viewers or buyers to come how do you do this?,Business & Finance
5 (1) 2 (2) 5 (3) 10=20 .can you answer this easy question?,Science & Mathematics
Does anyone know of any FREE downloading sites for music that can be burnt on to cd's?,Entertainment & Music
"In your opinion, what is the burning issue of most concern to India's economic growth?",Business & Finance
How can I make a link look like a button on my web page.?,Computers & Internet
Why is Lindsay Lohan anorexic?,Entertainment & Music
What is your favorite Christmas movie?,Entertainment & Music
Who are considered to be the best three Presidents of the USA of all time?,Politics & Government
Why do people come to the EMERGENCY ROOM expecting IMMEDIATE SERVICE and INSTANT RELIEF?,Health
"I have written a freeware application, how can i make it popular?",Computers & Internet
"If you waste five minutes of your life, what percent of your life are you really wasting?",Science & Mathematics
Dan Greenhalgh was drafted in the 24th round by the Phillies in 1971.  Did he ever play professional baseball?,Sports
Does Az have a law against colored headlights on a car?,Business & Finance
what diseases come from smoking?,Business & Finance
How can we improve our moral standards in the USA??,Society & Culture
I have bought a new laptop ...it is wifi compliant!what sort of card should i buy to have wireless experience?,Computers & Internet
What do they use in movies to show people snorting cocaine?,Entertainment & Music
How come San Diegans are so dull witted and rude?,Society & Culture
"Can I have a statement written by myself, stamped by a notary?",Politics & Government
HOW CAN I MAKE AN OPERATING SYSTEAM OF COMPUTER LIKE WINDOW ETC.??,Computers & Internet
"In a job search, can the prospective employers call your current employer.?",Business & Finance
Why and when was the Mason-Dixon line completed?,Education & Reference
"Have the KC Chiefs won a superbowl, and if so what year and against whom?",Sports
Can you help me find a descent job for a 19 year old girl?,Business & Finance
Taoists?  What is Taoism to you?,Society & Culture
wondering if there are any players looking to play on a 13u travel baseball team in CT?,Sports
Simple DOS  graphics using C?,Computers & Internet
fan fiction?,Entertainment & Music
Stop looking at these questions and do some work!?,Society & Culture
"Why, as Christians, we do not celebrate Hanukkah? This is a celebration that dates back before Christ.?",Society & Culture
how do you change an avi file to a format that willwork on an ipod?,Computers & Internet
How can I format videos so they play in the Nero movie maker program?,Computers & Internet
if im on yahoo japan how can i get it to display in english?,Computers & Internet
am i fat if i only weigh 148 and im 5'3?,Health
Anyone know Aeon flux?,Entertainment & Music
what are bedbugs?,Education & Reference
What is the difference b/w Potential at a point & Potential Energy?,Science & Mathematics
Which Star Trek series is your favorite & why?,Entertainment & Music
Who is the best men's college basketball player right now?,Sports
i am trying to find a good friend who is currently incarcerated within the california department of correction,Business & Finance
Do you really believe that there's the special someone for everyone?,Family & Relationships
why i cant enter this page www.maktoobna.com?,Computers & Internet
who is currant south african deputy president?,Politics & Government
How can I delete the history in my yahoo search input box?,Computers & Internet
why somalia is not peaceful country?,Politics & Government
Is there going to be another season of Rome on HBO?,Entertainment & Music
In what ways men and women are alike?,Society & Culture
"I want to know who sing a christian song that has in its lyrics ""when you've lost your faith  Borrow mine.",Entertainment & Music
how does gas cutter work?,Science & Mathematics
